trade_date,close
2021-08-04,15.969912811433861
2021-08-05,15.845436370199774
2021-08-06,15.907965367428938
2021-08-09,15.880934516429933
2021-08-10,15.80722334290265
2021-08-11,15.590628695433253
2021-08-12,15.272100559364073
2021-08-13,14.264825294732486
2021-08-16,14.285047570843492
2021-08-17,14.120943072089863
2021-08-18,13.810495400719313
2021-08-19,13.796329061806274
2021-08-20,13.909135520137028
2021-08-23,14.119165556727424
2021-08-24,13.78635887312449
2021-08-25,13.961029378104751
2021-08-26,13.82774473949009
2021-08-27,13.722265429181755
2021-08-30,13.804188651924171
2021-08-31,13.68848780220561
2021-09-01,13.939863608416882
2021-09-02,14.339519220579035
2021-09-03,14.141375353050446
2021-09-06,13.970183686636178
2021-09-08,14.174244060795491
2021-09-09,13.477950718655551
2021-09-10,13.41835974255747
2021-09-13,13.951223732759967
2021-09-14,14.18884251779831
2021-09-15,14.261093599815906
2021-09-16,13.993494935204382
2021-09-17,14.031646218242685
2021-09-20,14.065408221649534
2021-09-21,13.720274019448697
2021-09-22,13.6891393465596
2021-09-23,13.937267258227996
2021-09-24,13.907957818106528
2021-09-27,13.755032799091362
2021-09-28,13.64274694850538
2021-09-29,13.136657433791315
2021-09-30,12.844745978028406
2021-10-01,12.779399808473203
2021-10-04,13.110583390866763
2021-10-05,12.59024258127831
2021-10-06,12.333420087339281
2021-10-07,12.048388183267127
2021-10-08,12.329110430497364
2021-10-11,12.480485615411517
2021-10-13,12.166186139299723
2021-10-14,12.64364238520693
2021-10-15,12.815032325730867
2021-10-18,13.066019873568111
2021-10-19,12.983531315542
2021-10-20,12.670258583227909
2021-10-21,13.005509778419071
2021-10-22,12.975533010233406
2021-10-25,12.5679752678331
2021-10-26,12.861216513944134
2021-10-27,12.33073494692217
2021-10-28,12.211159454808847
2021-10-29,12.0544955198712
2021-11-01,12.015748656185583
2021-11-03,12.029017246448346
2021-11-04,11.882684917915785
2021-11-05,11.901046484036835
2021-11-08,12.303253312798581
2021-11-09,12.183469118451555
2021-11-10,12.56903693304176
2021-11-11,12.691782455139725
2021-11-12,13.065613224609981
2021-11-16,13.045588758789426
2021-11-17,12.904215034023164
2021-11-18,12.682355221654552
2021-11-19,12.527319153580072
2021-11-22,12.522454704904774
2021-11-23,12.354539278602216
2021-11-24,11.967530408346185
2021-11-25,12.067473036010567
2021-11-26,12.323988695674846
2021-11-29,11.838978334075923
2021-11-30,11.51828602603974
2021-12-01,11.156473903675032
2021-12-02,11.201314792378257
2021-12-03,11.400231838701984
2021-12-06,11.626356251307044
2021-12-07,11.80105706597176
2021-12-08,12.05501018034615
2021-12-09,12.101870050630824
2021-12-10,11.787988874874081
2021-12-13,12.309321764848011
2021-12-14,12.254479519922262
2021-12-15,12.17016085432356
2021-12-16,11.996931323064045
2021-12-17,12.167551949475317
2021-12-20,12.212347502142725
2021-12-21,11.870257681297131
2021-12-22,11.43516401884298
2021-12-23,11.491674413012056
2021-12-27,11.38681677509055
2021-12-28,11.308958963391408
2021-12-29,11.191575978429347
2021-12-30,11.08163197172079
2022-01-03,11.145858951843454
2022-01-04,10.891174207018135
2022-01-05,10.839402435748038
2022-01-06,10.748242938983694
2022-01-07,10.806238015884123
2022-01-10,11.093091090908679
2022-01-11,11.085671360539221
2022-01-12,11.044749788753736
2022-01-13,11.435890871322774
2022-01-14,11.598308207179391
2022-01-17,11.938088960222276
2022-01-18,12.329663634784822
2022-01-19,12.232719379563704
2022-01-20,12.334057406282007
2022-01-21,12.934457247036262
2022-01-24,13.591174534986735
2022-01-25,13.103520376111282
2022-01-26,13.257385406429835
2022-01-27,13.806785913717155
2022-01-28,14.278463382623253
2022-01-31,14.457459690347918
2022-02-01,14.596113272290669
2022-02-02,14.313251737558668
2022-02-03,14.21435533271396
2022-02-04,14.16523458444481
2022-02-07,14.078216006951267
2022-02-08,13.768879248863945
2022-02-09,13.572713649145927
2022-02-10,14.050135022664579
2022-02-11,14.068954096301653
2022-02-14,14.034297074568698
2022-02-15,14.187235225064972
2022-02-16,14.609578531372048
2022-02-17,14.54826010352191
2022-02-18,14.45116845898881
2022-02-21,14.469974410021921
2022-02-22,14.276461845584675
2022-02-23,14.475862629340508
2022-02-24,14.650262406971878
2022-02-25,14.491529574845268
2022-03-02,14.59439675558971
2022-03-03,14.450408629493126
2022-03-04,14.663942500433542
2022-03-07,14.399202591140156
2022-03-08,14.074332719907733
2022-03-09,13.790295182324208
2022-03-10,13.839632540560226
2022-03-11,13.36982705787806
2022-03-14,13.359553115950463
2022-03-15,13.322007413501801
2022-03-16,13.329842362394084
2022-03-17,13.522659970222753
2022-03-18,13.719094304220068
2022-03-21,13.744801107961315
2022-03-22,13.896739834683991
2022-03-23,14.430056267818404
2022-03-24,14.73392443219507
2022-03-25,14.754471433157542
2022-03-28,15.164404507260908
2022-03-29,15.1628393828267
2022-03-30,15.547281537297163
2022-03-31,15.635383224253287
2022-04-01,15.666849861619934
2022-04-04,15.935966705901441
2022-04-05,16.045558776668198
2022-04-06,16.131318333861856
2022-04-07,15.862670246117172
2022-04-08,15.773031922720987
2022-04-11,15.660687012762136
2022-04-12,15.128743837893486
2022-04-13,14.559447352343515
2022-04-14,14.383907078263553
2022-04-18,14.372216581709736
2022-04-19,14.507611742799583
2022-04-20,14.40649264895763
2022-04-22,14.659869236913053
